Schuljahr;Schulart;Schulabschluss;Geschlecht;Anzahl
2021/22;Externe;Allgemeine Hochschulreife;männlich;285
2021/22;Externe;Insgesamt;männlich;3250
2021/22;Insgesamt;Ohne Ersten Schulabschluss;männlich;32190
2021/22;Insgesamt;Erster Schulabschluss;männlich;74198
2021/22;Insgesamt;Mittlerer Schulabschluss;männlich;169661
2021/22;Insgesamt;Fachhochschulreife;männlich;401
2021/22;Insgesamt;Allgemeine Hochschulreife;männlich;115720
2021/22;Insgesamt;Insgesamt;männlich;392165
2021/22;Hauptschulen;Ohne Ersten Schulabschluss;weiblich;2688
2021/22;Hauptschulen;Erster Schulabschluss;weiblich;15243
2021/22;Hauptschulen;Mittlerer Schulabschluss;weiblich;11126
2021/22;Hauptschulen;Fachhochschulreife;weiblich;0
2021/22;Hauptschulen;Allgemeine Hochschulreife;weiblich;0
2021/22;Hauptschulen;Insgesamt;weiblich;29057
2021/22;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;weiblich;2900
2021/22;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;weiblich;8905
2021/22;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;weiblich;30930
2021/22;Schularten mit zwei Bildungsgängen;Fachhochschulreife;weiblich;0
2021/22;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;weiblich;0
2021/22;Schularten mit zwei Bildungsgängen;Insgesamt;weiblich;42730
2021/22;Realschulen;Ohne Ersten Schulabschluss;weiblich;932
2021/22;Realschulen;Erster Schulabschluss;weiblich;3919
2021/22;Realschulen;Mittlerer Schulabschluss;weiblich;59470
2021/22;Realschulen;Fachhochschulreife;weiblich;0
2021/22;Realschulen;Allgemeine Hochschulreife;weiblich;0
2021/22;Realschulen;Insgesamt;weiblich;64321
2021/22;Gymnasien (G9);Ohne Ersten Schulabschluss;weiblich;124
2021/22;Gymnasien (G9);Erster Schulabschluss;weiblich;324
2021/22;Gymnasien (G9);Mittlerer Schulabschluss;weiblich;6997
2021/22;Gymnasien (G9);Fachhochschulreife;weiblich;0
2021/22;Gymnasien (G9);Allgemeine Hochschulreife;weiblich;26963
2021/22;Gymnasien (G9);Insgesamt;weiblich;34408
2021/22;Gymnasien (G8);Ohne Ersten Schulabschluss;weiblich;446
2021/22;Gymnasien (G8);Erster Schulabschluss;weiblich;1897
2021/22;Gymnasien (G8);Mittlerer Schulabschluss;weiblich;13359
2021/22;Gymnasien (G8);Fachhochschulreife;weiblich;0
2021/22;Gymnasien (G8);Allgemeine Hochschulreife;weiblich;93975
2021/22;Gymnasien (G8);Insgesamt;weiblich;109675
2021/22;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;weiblich;4302
2021/22;Schularten mit drei Bildungsgängen;Erster Schulabschluss;weiblich;16407
2021/22;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;weiblich;35991
2021/22;Schularten mit drei Bildungsgängen;Fachhochschulreife;weiblich;0
2021/22;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;weiblich;19309
2021/22;Schularten mit drei Bildungsgängen;Insgesamt;weiblich;76009
2021/22;Freie Waldorfschulen;Ohne Ersten Schulabschluss;weiblich;162
2021/22;Freie Waldorfschulen;Erster Schulabschluss;weiblich;194
2021/22;Freie Waldorfschulen;Mittlerer Schulabschluss;weiblich;1150
2021/22;Freie Waldorfschulen;Fachhochschulreife;weiblich;190
2021/22;Freie Waldorfschulen;Allgemeine Hochschulreife;weiblich;1683
2021/22;Freie Waldorfschulen;Insgesamt;weiblich;3384
2021/22;Förderschulen;Ohne Ersten Schulabschluss;weiblich;8523
2021/22;Förderschulen;Erster Schulabschluss;weiblich;2183
2021/22;Förderschulen;Mittlerer Schulabschluss;weiblich;466
2021/22;Förderschulen;Fachhochschulreife;weiblich;0
2021/22;Förderschulen;Allgemeine Hochschulreife;weiblich;23
2021/22;Förderschulen;Insgesamt;weiblich;11195
2021/22;Abendhauptschulen;Ohne Ersten Schulabschluss;weiblich;0
2021/22;Abendhauptschulen;Erster Schulabschluss;weiblich;165
2021/22;Abendhauptschulen;Mittlerer Schulabschluss;weiblich;0
2021/22;Abendhauptschulen;Fachhochschulreife;weiblich;0
2021/22;Abendhauptschulen;Allgemeine Hochschulreife;weiblich;0
2021/22;Abendhauptschulen;Insgesamt;weiblich;165
2021/22;Abendrealschulen;Ohne Ersten Schulabschluss;weiblich;0
2021/22;Abendrealschulen;Erster Schulabschluss;weiblich;450
2021/22;Abendrealschulen;Mittlerer Schulabschluss;weiblich;1197
2021/22;Abendrealschulen;Fachhochschulreife;weiblich;0
2021/22;Abendrealschulen;Allgemeine Hochschulreife;weiblich;0
2021/22;Abendrealschulen;Insgesamt;weiblich;1647
2021/22;Abendgymnasien;Ohne Ersten Schulabschluss;weiblich;0
2021/22;Abendgymnasien;Erster Schulabschluss;weiblich;10
2021/22;Abendgymnasien;Mittlerer Schulabschluss;weiblich;300
2021/22;Abendgymnasien;Fachhochschulreife;weiblich;40
2021/22;Abendgymnasien;Allgemeine Hochschulreife;weiblich;624
2021/22;Abendgymnasien;Insgesamt;weiblich;985
2021/22;Kollegs;Ohne Ersten Schulabschluss;weiblich;0
2021/22;Kollegs;Erster Schulabschluss;weiblich;20
2021/22;Kollegs;Mittlerer Schulabschluss;weiblich;397
2021/22;Kollegs;Fachhochschulreife;weiblich;32
2021/22;Kollegs;Allgemeine Hochschulreife;weiblich;752
2021/22;Kollegs;Insgesamt;weiblich;1201
2021/22;Externe;Ohne Ersten Schulabschluss;weiblich;0
2021/22;Externe;Erster Schulabschluss;weiblich;1308
2021/22;Externe;Mittlerer Schulabschluss;weiblich;765
2021/22;Externe;Fachhochschulreife;weiblich;107
2021/22;Externe;Allgemeine Hochschulreife;weiblich;289
2021/22;Externe;Insgesamt;weiblich;2472
2021/22;Insgesamt;Ohne Ersten Schulabschluss;weiblich;20077
2021/22;Insgesamt;Erster Schulabschluss;weiblich;51026
2021/22;Insgesamt;Mittlerer Schulabschluss;weiblich;162150
2021/22;Insgesamt;Fachhochschulreife;weiblich;369
2021/22;Insgesamt;Allgemeine Hochschulreife;weiblich;143624
2021/22;Insgesamt;Insgesamt;weiblich;377246
2021/22;Hauptschulen;Ohne Ersten Schulabschluss;Insgesamt;6934
2021/22;Hauptschulen;Erster Schulabschluss;Insgesamt;37581
2021/22;Hauptschulen;Mittlerer Schulabschluss;Insgesamt;23423
2021/22;Hauptschulen;Fachhochschulreife;Insgesamt;0
2021/22;Hauptschulen;Allgemeine Hochschulreife;Insgesamt;0
2021/22;Hauptschulen;Insgesamt;Insgesamt;67938
2021/22;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;Insgesamt;7547
2021/22;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;Insgesamt;22268
2021/22;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;Insgesamt;64101
2021/22;Schularten mit zwei Bildungsgängen;Fachhochschulreife;Insgesamt;0
2021/22;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;Insgesamt;0
2021/22;Schularten mit zwei Bildungsgängen;Insgesamt;Insgesamt;93916
2021/22;Realschulen;Ohne Ersten Schulabschluss;Insgesamt;2332
2021/22;Realschulen;Erster Schulabschluss;Insgesamt;9492
2021/22;Realschulen;Mittlerer Schulabschluss;Insgesamt;119682
2021/22;Realschulen;Fachhochschulreife;Insgesamt;0
2021/22;Realschulen;Allgemeine Hochschulreife;Insgesamt;0
2021/22;Realschulen;Insgesamt;Insgesamt;131511
2021/22;Gymnasien (G9);Ohne Ersten Schulabschluss;Insgesamt;256
2021/22;Gymnasien (G9);Erster Schulabschluss;Insgesamt;614
2021/22;Gymnasien (G9);Mittlerer Schulabschluss;Insgesamt;13338
2021/22;Gymnasien (G9);Fachhochschulreife;Insgesamt;0
2021/22;Gymnasien (G9);Allgemeine Hochschulreife;Insgesamt;48024
2021/22;Gymnasien (G9);Insgesamt;Insgesamt;62232
2021/22;Gymnasien (G8);Ohne Ersten Schulabschluss;Insgesamt;932
2021/22;Gymnasien (G8);Erster Schulabschluss;Insgesamt;3885
2021/22;Gymnasien (G8);Mittlerer Schulabschluss;Insgesamt;26485
2021/22;Gymnasien (G8);Fachhochschulreife;Insgesamt;0
2021/22;Gymnasien (G8);Allgemeine Hochschulreife;Insgesamt;170112
2021/22;Gymnasien (G8);Insgesamt;Insgesamt;201422
2021/22;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;Insgesamt;10604
2021/22;Schularten mit drei Bildungsgängen;Erster Schulabschluss;Insgesamt;39243
2021/22;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;Insgesamt;75213
2021/22;Schularten mit drei Bildungsgängen;Fachhochschulreife;Insgesamt;0
2021/22;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;Insgesamt;34687
2021/22;Schularten mit drei Bildungsgängen;Insgesamt;Insgesamt;159747
2021/22;Freie Waldorfschulen;Ohne Ersten Schulabschluss;Insgesamt;323
2021/22;Freie Waldorfschulen;Erster Schulabschluss;Insgesamt;468
2021/22;Freie Waldorfschulen;Mittlerer Schulabschluss;Insgesamt;2283
2021/22;Freie Waldorfschulen;Fachhochschulreife;Insgesamt;377
2021/22;Freie Waldorfschulen;Allgemeine Hochschulreife;Insgesamt;2993
2021/22;Freie Waldorfschulen;Insgesamt;Insgesamt;6442
2021/22;Förderschulen;Ohne Ersten Schulabschluss;Insgesamt;23323
2021/22;Förderschulen;Erster Schulabschluss;Insgesamt;7131
2021/22;Förderschulen;Mittlerer Schulabschluss;Insgesamt;1379
2021/22;Förderschulen;Fachhochschulreife;Insgesamt;0
2021/22;Förderschulen;Allgemeine Hochschulreife;Insgesamt;57
2021/22;Förderschulen;Insgesamt;Insgesamt;31893
2021/22;Abendhauptschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2021/22;Abendhauptschulen;Erster Schulabschluss;Insgesamt;323
2021/22;Abendhauptschulen;Mittlerer Schulabschluss;Insgesamt;0
2021/22;Abendhauptschulen;Fachhochschulreife;Insgesamt;0
2021/22;Abendhauptschulen;Allgemeine Hochschulreife;Insgesamt;0
2021/22;Abendhauptschulen;Insgesamt;Insgesamt;323
2021/22;Abendrealschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2021/22;Abendrealschulen;Erster Schulabschluss;Insgesamt;947
2021/22;Abendrealschulen;Mittlerer Schulabschluss;Insgesamt;2570
2021/22;Abendrealschulen;Fachhochschulreife;Insgesamt;0
2021/22;Abendrealschulen;Allgemeine Hochschulreife;Insgesamt;0
2021/22;Abendrealschulen;Insgesamt;Insgesamt;3522
2021/22;Abendgymnasien;Ohne Ersten Schulabschluss;Insgesamt;0
2021/22;Abendgymnasien;Erster Schulabschluss;Insgesamt;20
2021/22;Abendgymnasien;Mittlerer Schulabschluss;Insgesamt;678
2021/22;Abendgymnasien;Fachhochschulreife;Insgesamt;109
2021/22;Abendgymnasien;Allgemeine Hochschulreife;Insgesamt;1241
2021/22;Abendgymnasien;Insgesamt;Insgesamt;2059
2021/22;Kollegs;Ohne Ersten Schulabschluss;Insgesamt;0
2021/22;Kollegs;Erster Schulabschluss;Insgesamt;40
2021/22;Kollegs;Mittlerer Schulabschluss;Insgesamt;928
2021/22;Kollegs;Fachhochschulreife;Insgesamt;60
2021/22;Kollegs;Allgemeine Hochschulreife;Insgesamt;1653
2021/22;Kollegs;Insgesamt;Insgesamt;2684
2021/22;Externe;Ohne Ersten Schulabschluss;Insgesamt;0
2021/22;Externe;Erster Schulabschluss;Insgesamt;3209
2021/22;Externe;Mittlerer Schulabschluss;Insgesamt;1715
2021/22;Externe;Fachhochschulreife;Insgesamt;224
2021/22;Externe;Allgemeine Hochschulreife;Insgesamt;574
2021/22;Externe;Insgesamt;Insgesamt;5722
2021/22;Insgesamt;Ohne Ersten Schulabschluss;Insgesamt;52262
2021/22;Insgesamt;Erster Schulabschluss;Insgesamt;125224
2021/22;Insgesamt;Mittlerer Schulabschluss;Insgesamt;331806
2021/22;Insgesamt;Fachhochschulreife;Insgesamt;770
2021/22;Insgesamt;Allgemeine Hochschulreife;Insgesamt;259344
2021/22;Insgesamt;Insgesamt;Insgesamt;769411
2022/23;Hauptschulen;Ohne Ersten Schulabschluss;männlich;4388
2022/23;Hauptschulen;Erster Schulabschluss;männlich;22312
2022/23;Hauptschulen;Mittlerer Schulabschluss;männlich;12236
2022/23;Hauptschulen;Fachhochschulreife;männlich;0
2022/23;Hauptschulen;Allgemeine Hochschulreife;männlich;0
2022/23;Hauptschulen;Insgesamt;männlich;38936
2022/23;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;männlich;5245
2022/23;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;männlich;14035
2022/23;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;männlich;32942
2022/23;Schularten mit zwei Bildungsgängen;Fachhochschulreife;männlich;0
2022/23;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;männlich;0
2022/23;Schularten mit zwei Bildungsgängen;Insgesamt;männlich;52219
2022/23;Realschulen;Ohne Ersten Schulabschluss;männlich;1544
2022/23;Realschulen;Erster Schulabschluss;männlich;5720
2022/23;Realschulen;Mittlerer Schulabschluss;männlich;59623
2022/23;Realschulen;Fachhochschulreife;männlich;0
2022/23;Realschulen;Allgemeine Hochschulreife;männlich;0
2022/23;Realschulen;Insgesamt;männlich;66882
2022/23;Gymnasien (G9);Ohne Ersten Schulabschluss;männlich;427
2022/23;Gymnasien (G9);Erster Schulabschluss;männlich;816
2022/23;Gymnasien (G9);Mittlerer Schulabschluss;männlich;8666
2022/23;Gymnasien (G9);Fachhochschulreife;männlich;0
2022/23;Gymnasien (G9);Allgemeine Hochschulreife;männlich;22503
2022/23;Gymnasien (G9);Insgesamt;männlich;32412
2022/23;Gymnasien (G8);Ohne Ersten Schulabschluss;männlich;386
2022/23;Gymnasien (G8);Erster Schulabschluss;männlich;1639
2022/23;Gymnasien (G8);Mittlerer Schulabschluss;männlich;13496
2022/23;Gymnasien (G8);Fachhochschulreife;männlich;0
2022/23;Gymnasien (G8);Allgemeine Hochschulreife;männlich;76195
2022/23;Gymnasien (G8);Insgesamt;männlich;91719
2022/23;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;männlich;6952
2022/23;Schularten mit drei Bildungsgängen;Erster Schulabschluss;männlich;24404
2022/23;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;männlich;40350
2022/23;Schularten mit drei Bildungsgängen;Fachhochschulreife;männlich;0
2022/23;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;männlich;15994
2022/23;Schularten mit drei Bildungsgängen;Insgesamt;männlich;87705
2022/23;Freie Waldorfschulen;Ohne Ersten Schulabschluss;männlich;179
2022/23;Freie Waldorfschulen;Erster Schulabschluss;männlich;272
2022/23;Freie Waldorfschulen;Mittlerer Schulabschluss;männlich;1167
2022/23;Freie Waldorfschulen;Fachhochschulreife;männlich;177
2022/23;Freie Waldorfschulen;Allgemeine Hochschulreife;männlich;1276
2022/23;Freie Waldorfschulen;Insgesamt;männlich;3071
2022/23;Förderschulen;Ohne Ersten Schulabschluss;männlich;14541
2022/23;Förderschulen;Erster Schulabschluss;männlich;4696
2022/23;Förderschulen;Mittlerer Schulabschluss;männlich;880
2022/23;Förderschulen;Fachhochschulreife;männlich;0
2022/23;Förderschulen;Allgemeine Hochschulreife;männlich;32
2022/23;Förderschulen;Insgesamt;männlich;20154
2022/23;Abendhauptschulen;Ohne Ersten Schulabschluss;männlich;0
2022/23;Abendhauptschulen;Erster Schulabschluss;männlich;137
2022/23;Abendhauptschulen;Mittlerer Schulabschluss;männlich;0
2022/23;Abendhauptschulen;Fachhochschulreife;männlich;0
2022/23;Abendhauptschulen;Allgemeine Hochschulreife;männlich;0
2022/23;Abendhauptschulen;Insgesamt;männlich;137
2022/23;Abendrealschulen;Ohne Ersten Schulabschluss;männlich;0
2022/23;Abendrealschulen;Erster Schulabschluss;männlich;547
2022/23;Abendrealschulen;Mittlerer Schulabschluss;männlich;1364
2022/23;Abendrealschulen;Fachhochschulreife;männlich;0
2022/23;Abendrealschulen;Allgemeine Hochschulreife;männlich;0
2022/23;Abendrealschulen;Insgesamt;männlich;1911
2022/23;Abendgymnasien;Ohne Ersten Schulabschluss;männlich;0
2022/23;Abendgymnasien;Erster Schulabschluss;männlich;0
2022/23;Abendgymnasien;Mittlerer Schulabschluss;männlich;296
2022/23;Abendgymnasien;Fachhochschulreife;männlich;53
2022/23;Abendgymnasien;Allgemeine Hochschulreife;männlich;558
2022/23;Abendgymnasien;Insgesamt;männlich;912
2022/23;Kollegs;Ohne Ersten Schulabschluss;männlich;0
2022/23;Kollegs;Erster Schulabschluss;männlich;24
2022/23;Kollegs;Mittlerer Schulabschluss;männlich;362
2022/23;Kollegs;Fachhochschulreife;männlich;42
2022/23;Kollegs;Allgemeine Hochschulreife;männlich;826
2022/23;Kollegs;Insgesamt;männlich;1257
2022/23;Externe;Ohne Ersten Schulabschluss;männlich;0
2022/23;Externe;Erster Schulabschluss;männlich;2115
2022/23;Externe;Mittlerer Schulabschluss;männlich;1173
2022/23;Externe;Fachhochschulreife;männlich;133
2022/23;Externe;Allgemeine Hochschulreife;männlich;252
2022/23;Externe;Insgesamt;männlich;3676
2022/23;Insgesamt;Ohne Ersten Schulabschluss;männlich;33665
2022/23;Insgesamt;Erster Schulabschluss;männlich;76717
2022/23;Insgesamt;Mittlerer Schulabschluss;männlich;172566
2022/23;Insgesamt;Fachhochschulreife;männlich;405
2022/23;Insgesamt;Allgemeine Hochschulreife;männlich;117636
2022/23;Insgesamt;Insgesamt;männlich;400989
2022/23;Hauptschulen;Ohne Ersten Schulabschluss;weiblich;2692
2022/23;Hauptschulen;Erster Schulabschluss;weiblich;15453
2022/23;Hauptschulen;Mittlerer Schulabschluss;weiblich;10752
2022/23;Hauptschulen;Fachhochschulreife;weiblich;0
2022/23;Hauptschulen;Allgemeine Hochschulreife;weiblich;0
2022/23;Hauptschulen;Insgesamt;weiblich;28897
2022/23;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;weiblich;3407
2022/23;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;weiblich;9312
2022/23;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;weiblich;30814
2022/23;Schularten mit zwei Bildungsgängen;Fachhochschulreife;weiblich;0
2022/23;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;weiblich;0
2022/23;Schularten mit zwei Bildungsgängen;Insgesamt;weiblich;43533
2022/23;Realschulen;Ohne Ersten Schulabschluss;weiblich;1158
2022/23;Realschulen;Erster Schulabschluss;weiblich;4161
2022/23;Realschulen;Mittlerer Schulabschluss;weiblich;58354
2022/23;Realschulen;Fachhochschulreife;weiblich;0
2022/23;Realschulen;Allgemeine Hochschulreife;weiblich;0
2022/23;Realschulen;Insgesamt;weiblich;63673
2022/23;Gymnasien (G9);Ohne Ersten Schulabschluss;weiblich;435
