Tabelle: 13231-0003
Erwerbslosenquote: Deutschland, Monate, Geschlecht,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Altersgruppen, Original- und bereinigte Daten;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Erwerbslosenstatistik nach dem ILO-Konzept;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Erwerbslosenquote (Prozent);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Originalwerte;;;;;;;;;;;;;;;;;;X13 JDemetra+  Trend;;;;;;;;;;;;;;;;;;BV4.1 Trend;;;;;;;;;;;;;;;;;
;;männlich;;;;;;weiblich;;;;;;Insgesamt;;;;;;männlich;;;;;;weiblich;;;;;;Insgesamt;;;;;;männlich;;;;;;weiblich;;;;;;Insgesamt;;;;;
;;15 bis unter 25 Jahre;;25 bis unter 75 Jahre;;Insgesamt;;15 bis unter 25 Jahre;;25 bis unter 75 Jahre;;Insgesamt;;15 bis unter 25 Jahre;;25 bis unter 75 Jahre;;Insgesamt;;15 bis unter 25 Jahre;;25 bis unter 75 Jahre;;Insgesamt;;15 bis unter 25 Jahre;;25 bis unter 75 Jahre;;Insgesamt;;15 bis unter 25 Jahre;;25 bis unter 75 Jahre;;Insgesamt;;15 bis unter 25 Jahre;;25 bis unter 75 Jahre;;Insgesamt;;15 bis unter 25 Jahre;;25 bis unter 75 Jahre;;Insgesamt;;15 bis unter 25 Jahre;;25 bis unter 75 Jahre;;Insgesamt;
;November;7,0;r;4,7;r;4,9;r;6,0;r;4,3;r;4,4;r;6,5;r;4,5;r;4,7;r;8,4;p;4,6;p;5,0;p;7,3;p;3,9;p;4,3;p;7,9;p;4,3;p;4,6;p;8,5;p;4,5;p;4,9;p;7,5;p;3,9;p;4,2;p;8,0;p;4,2;p;4,6;p
;Dezember;7,1;r;4,1;r;4,4;r;6,4;r;3,8;r;4,0;r;6,8;r;4,0;r;4,3;r;8,3;p;4,5;p;4,9;p;7,2;p;3,8;p;4,2;p;7,8;p;4,2;p;4,6;p;8,4;p;4,5;p;4,9;p;7,4;p;3,8;p;4,2;p;7,9;p;4,2;p;4,6;p
2015;Januar;8,1;r;4,8;r;5,1;r;6,6;r;3,7;r;4,0;r;7,4;r;4,3;r;4,6;r;8,3;p;4,5;p;4,9;p;7,1;p;3,8;p;4,1;p;7,7;p;4,2;p;4,5;p;8,3;p;4,5;p;4,8;p;7,3;p;3,8;p;4,2;p;7,8;p;4,2;p;4,5;p
;Februar;8,6;r;5,0;r;5,3;r;9,0;r;4,0;r;4,5;r;8,7;r;4,5;r;5,0;r;8,2;p;4,4;p;4,8;p;6,9;p;3,8;p;4,1;p;7,6;p;4,1;p;4,5;p;8,2;p;4,4;p;4,8;p;7,2;p;3,8;p;4,1;p;7,7;p;4,1;p;4,5;p
;März;7,6;r;4,7;r;5,0;r;6,7;r;3,8;r;4,1;r;7,2;r;4,3;r;4,5;r;8,2;p;4,4;p;4,8;p;6,9;p;3,8;p;4,1;p;7,6;p;4,1;p;4,5;p;8,1;p;4,4;p;4,8;p;7,1;p;3,8;p;4,1;p;7,7;p;4,1;p;4,5;p
;April;8,7;r;4,5;r;4,9;r;6,7;r;3,9;r;4,2;r;7,8;r;4,2;r;4,6;r;8,2;p;4,4;p;4,8;p;6,8;p;3,7;p;4,0;p;7,5;p;4,1;p;4,4;p;8,1;p;4,4;p;4,8;p;7,0;p;3,7;p;4,0;p;7,6;p;4,1;p;4,4;p
;Mai;8,3;r;4,3;r;4,7;r;6,3;r;3,5;r;3,7;r;7,4;r;3,9;r;4,3;r;8,1;p;4,4;p;4,8;p;6,9;p;3,7;p;4,0;p;7,5;p;4,1;p;4,4;p;8,0;p;4,4;p;4,7;p;7,0;p;3,7;p;4,0;p;7,5;p;4,0;p;4,4;p
;Juni;9,2;r;4,2;r;4,7;r;5,2;r;3,8;r;3,9;r;7,3;r;4,0;r;4,3;r;8,1;p;4,4;p;4,7;p;6,9;p;3,6;p;4,0;p;7,5;p;4,0;p;4,4;p;8,0;p;4,3;p;4,7;p;6,9;p;3,7;p;4,0;p;7,5;p;4,0;p;4,3;p
;Juli;9,1;r;4,3;r;4,7;r;8,3;r;3,4;r;3,8;r;8,7;r;3,9;r;4,3;r;8,1;p;4,3;p;4,7;p;6,9;p;3,6;p;3,9;p;7,5;p;4,0;p;4,3;p;8,0;p;4,3;p;4,6;p;6,9;p;3,6;p;3,9;p;7,5;p;4,0;p;4,3;p
;August;11,6;r;3,8;r;4,6;r;7,8;r;3,1;r;3,6;r;9,9;r;3,5;r;4,1;r;8,1;p;4,3;p;4,6;p;6,9;p;3,6;p;3,9;p;7,5;p;3,9;p;4,3;p;8,0;p;4,2;p;4,6;p;6,9;p;3,6;p;3,9;p;7,5;p;3,9;p;4,3;p
;September;6,8;r;3,9;r;4,2;r;8,9;r;3,3;r;3,9;r;7,8;r;3,6;r;4,0;r;8,1;p;4,2;p;4,6;p;6,9;p;3,6;p;3,9;p;7,5;p;3,9;p;4,3;p;8,0;p;4,1;p;4,5;p;6,9;p;3,6;p;3,9;p;7,5;p;3,9;p;4,2;p
;Oktober;7,6;r;3,8;r;4,2;r;6,8;r;3,8;r;4,1;r;7,2;r;3,8;r;4,1;r;8,1;p;4,1;p;4,5;p;6,9;p;3,6;p;3,9;p;7,5;p;3,9;p;4,2;p;8,1;p;4,1;p;4,5;p;6,9;p;3,6;p;3,9;p;7,5;p;3,9;p;4,2;p
;November;6,3;r;4,1;r;4,3;r;6,2;r;4,0;r;4,2;r;6,3;r;4,0;r;4,3;r;8,1;p;4,1;p;4,5;p;6,9;p;3,6;p;4,0;p;7,5;p;3,9;p;4,2;p;8,2;p;4,1;p;4,5;p;6,9;p;3,6;p;3,9;p;7,6;p;3,8;p;4,2;p
;Dezember;8,4;r;4,2;r;4,6;r;4,9;r;3,6;r;3,7;r;6,8;r;3,9;r;4,2;r;8,1;p;4,0;p;4,4;p;6,9;p;3,6;p;3,9;p;7,6;p;3,8;p;4,2;p;8,3;p;4,0;p;4,4;p;6,8;p;3,5;p;3,9;p;7,6;p;3,8;p;4,2;p
2016;Januar;7,9;r;3,9;r;4,3;r;7,4;r;3,5;r;3,9;r;7,7;r;3,7;r;4,1;r;8,2;p;3,9;p;4,4;p;6,8;p;3,6;p;3,9;p;7,6;p;3,8;p;4,1;p;8,4;p;4,0;p;4,4;p;6,8;p;3,5;p;3,8;p;7,6;p;3,8;p;4,1;p
;Februar;8,6;r;4,3;r;4,8;r;6,7;r;3,6;r;3,9;r;7,8;r;4,0;r;4,4;r;8,3;p;3,9;p;4,3;p;6,8;p;3,5;p;3,8;p;7,6;p;3,7;p;4,1;p;8,4;p;3,9;p;4,4;p;6,8;p;3,5;p;3,8;p;7,7;p;3,7;p;4,1;p
;März;9,0;r;4,1;r;4,6;r;6,6;r;3,6;r;3,9;r;7,9;r;3,9;r;4,3;r;8,4;p;3,8;p;4,3;p;6,7;p;3,4;p;3,8;p;7,6;p;3,7;p;4,0;p;8,4;p;3,9;p;4,3;p;6,7;p;3,4;p;3,7;p;7,6;p;3,7;p;4,1;p
;April;8,5;r;3,9;r;4,3;r;6,9;r;3,2;r;3,6;r;7,8;r;3,6;r;4,0;r;8,5;p;3,8;p;4,3;p;6,6;p;3,4;p;3,7;p;7,6;p;3,6;p;4,0;p;8,4;p;3,8;p;4,3;p;6,7;p;3,4;p;3,7;p;7,6;p;3,6;p;4,0;p
;Mai;9,4;r;3,8;r;4,3;r;5,9;r;3,3;r;3,6;r;7,7;r;3,6;r;4,0;r;8,5;p;3,8;p;4,3;p;6,5;p;3,4;p;3,7;p;7,6;p;3,6;p;4,0;p;8,5;p;3,8;p;4,3;p;6,6;p;3,3;p;3,6;p;7,6;p;3,6;p;4,0;p
;Juni;9,3;r;3,7;r;4,2;r;6,4;r;3,3;r;3,6;r;7,9;r;3,5;r;4,0;r;8,5;p;3,8;p;4,3;p;6,4;p;3,3;p;3,6;p;7,5;p;3,6;p;4,0;p;8,5;p;3,8;p;4,2;p;6,6;p;3,3;p;3,6;p;7,6;p;3,5;p;3,9;p
;Juli;9,8;r;3,7;r;4,3;r;7,6;r;3,2;r;3,6;r;8,8;r;3,5;r;4,0;r;8,4;p;3,8;p;4,3;p;6,4;p;3,2;p;3,5;p;7,5;p;3,5;p;3,9;p;8,4;p;3,8;p;4,2;p;6,5;p;3,2;p;3,5;p;7,6;p;3,5;p;3,9;p
;August;8,7;r;3,8;r;4,2;r;7,4;r;3,0;r;3,4;r;8,1;r;3,4;r;3,9;r;8,3;p;3,8;p;4,2;p;6,3;p;3,1;p;3,4;p;7,4;p;3,5;p;3,9;p;8,4;p;3,7;p;4,2;p;6,4;p;3,1;p;3,5;p;7,5;p;3,5;p;3,9;p
;September;7,1;r;3,3;r;3,6;r;7,2;r;3,0;r;3,4;r;7,1;r;3,1;r;3,5;r;8,1;p;3,8;p;4,2;p;6,3;p;3,0;p;3,3;p;7,3;p;3,4;p;3,8;p;8,3;p;3,7;p;4,2;p;6,4;p;3,1;p;3,4;p;7,4;p;3,4;p;3,8;p
;Oktober;9,0;r;3,5;r;4,0;r;6,0;r;3,0;r;3,3;r;7,6;r;3,3;r;3,7;r;8,0;p;3,7;p;4,2;p;6,3;p;2,9;p;3,3;p;7,2;p;3,4;p;3,7;p;8,2;p;3,7;p;.;;6,4;p;3,0;p;3,3;p;7,4;p;3,4;p;3,8;p
;November;6,1;r;3,8;r;4,0;r;5,8;r;2,9;r;3,2;r;6,0;r;3,4;r;3,6;r;7,9;p;3,7;p;4,1;p;6,3;p;2,9;p;3,2;p;7,2;p;3,3;p;3,7;p;8,2;p;3,7;p;4,1;p;6,3;p;3,0;p;3,3;p;7,3;p;3,3;p;3,7;p
;Dezember;5,9;r;3,4;r;3,7;r;4,8;r;2,6;r;2,8;r;5,4;r;3,1;r;3,3;r;7,9;p;3,7;p;4,1;p;6,3;p;2,9;p;3,2;p;7,2;p;3,3;p;3,7;p;8,1;p;3,6;p;4,1;p;6,3;p;2,9;p;3,3;p;7,3;p;3,3;p;3,7;p
2017;Januar;8,3;r;3,8;r;4,2;r;6,1;r;2,9;r;3,3;r;7,3;r;3,4;r;3,8;r;7,9;p;3,6;p;4,0;p;6,2;p;2,9;p;3,2;p;7,1;p;3,3;p;3,7;p;8,0;p;3,6;p;4,0;p;6,3;p;2,9;p;3,2;p;7,2;p;3,3;p;3,7;p
;Februar;8,5;r;4,1;r;4,6;r;6,0;r;3,2;r;3,5;r;7,3;r;3,7;r;4,0;r;7,9;p;3,6;p;4,0;p;6,2;p;2,9;p;3,2;p;7,1;p;3,3;p;3,6;p;8,0;p;3,6;p;4,0;p;6,2;p;2,9;p;3,2;p;7,2;p;3,3;p;3,6;p
;März;8,6;r;3,6;r;4,1;r;6,8;r;3,0;r;3,4;r;7,7;r;3,3;r;3,7;r;7,8;p;3,6;p;4,0;p;6,1;p;2,9;p;3,2;p;7,1;p;3,3;p;3,6;p;8,0;p;3,5;p;4,0;p;6,2;p;2,9;p;3,2;p;7,2;p;3,2;p;3,6;p
;April;9,4;r;3,7;r;4,3;r;7,5;r;3,0;r;3,4;r;8,6;r;3,4;r;3,9;r;7,8;p;3,5;p;3,9;p;6,1;p;2,9;p;3,2;p;7,0;p;3,2;p;3,6;p;8,0;p;3,5;p;4,0;p;6,2;p;2,8;p;3,2;p;7,2;p;3,2;p;3,6;p
;Mai;7,3;r;3,5;r;3,9;r;4,4;r;2,7;r;2,9;r;6,0;r;3,1;r;3,4;r;7,7;p;3,5;p;3,9;p;6,1;p;2,9;p;3,2;p;6,9;p;3,2;p;3,6;p;7,9;p;3,5;p;3,9;p;6,2;p;2,8;p;3,1;p;7,1;p;3,2;p;3,6;p
;Juni;8,7;r;3,3;r;3,8;r;6,6;r;2,5;r;2,9;r;7,7;r;2,9;r;3,4;r;7,6;p;3,5;p;3,9;p;6,0;p;2,8;p;3,1;p;6,9;p;3,2;p;3,5;p;7,9;p;3,4;p;3,9;p;6,2;p;2,8;p;3,1;p;7,1;p;3,1;p;3,5;p
;Juli;8,0;r;3,3;r;3,8;r;6,2;r;2,7;r;3,0;r;7,2;r;3,0;r;3,4;r;7,5;p;3,4;p;3,8;p;6,0;p;2,8;p;3,1;p;6,8;p;3,1;p;3,5;p;7,9;p;3,4;p;3,9;p;6,2;p;2,7;p;3,1;p;7,1;p;3,1;p;3,5;p
;August;7,4;r;3,4;r;3,8;r;7,5;r;2,8;r;3,2;r;7,5;r;3,1;r;3,5;r;7,5;p;3,3;p;3,7;p;6,0;p;2,8;p;3,1;p;6,8;p;3,1;p;3,5;p;7,9;p;3,4;p;3,8;p;6,1;p;2,7;p;3,1;p;7,1;p;3,1;p;3,5;p
;September;8,8;r;3,0;r;3,6;r;6,0;r;2,8;r;3,1;r;7,5;r;2,9;r;3,3;r;7,5;p;3,3;p;3,7;p;6,0;p;2,8;p;3,1;p;6,8;p;3,1;p;3,4;p;7,9;p;3,3;p;3,8;p;6,1;p;2,7;p;3,0;p;7,1;p;3,0;p;3,4;p
;Oktober;8,1;r;3,0;r;3,5;r;7,3;r;3,0;r;3,4;r;7,7;r;3,0;r;3,5;r;7,5;p;3,3;p;3,7;p;6,0;p;2,8;p;3,1;p;6,8;p;3,0;p;3,4;p;7,8;p;3,3;p;3,8;p;6,1;p;2,7;p;3,0;p;7,0;p;3,0;p;3,4;p
;November;6,6;r;3,2;r;3,5;r;4,9;r;2,5;r;2,7;r;5,8;r;2,9;r;3,2;r;7,6;p;3,3;p;3,7;p;5,9;p;2,7;p;3,0;p;6,8;p;3,0;p;3,4;p;7,8;p;3,3;p;3,7;p;6,1;p;2,6;p;3,0;p;7,0;p;3,0;p;3,4;p
;Dezember;6,3;r;3,3;r;3,6;r;5,1;r;2,6;r;2,8;r;5,7;r;3,0;r;3,2;r;7,7;p;3,3;p;3,7;p;5,9;p;2,6;p;2,9;p;6,9;p;3,0;p;3,4;p;7,7;p;3,3;p;3,7;p;6,0;p;2,6;p;2,9;p;6,9;p;3,0;p;3,3;p
2018;Januar;8,1;r;3,4;r;3,9;r;5,9;r;2,4;r;2,7;r;7,1;r;2,9;r;3,4;r;7,7;p;3,3;p;3,7;p;5,9;p;2,5;p;2,9;p;6,9;p;2,9;p;3,3;p;7,7;p;3,3;p;3,7;p;5,9;p;2,6;p;2,9;p;6,9;p;2,9;p;3,3;p
;Februar;7,3;r;3,8;r;4,1;r;5,4;r;2,6;r;2,9;r;6,4;r;3,2;r;3,5;r;7,7;p;3,3;p;3,7;p;5,9;p;2,5;p;2,8;p;6,9;p;2,9;p;3,3;p;7,6;p;3,2;p;3,7;p;5,9;p;2,5;p;2,8;p;6,8;p;2,9;p;3,3;p
;März;7,2;r;3,3;r;3,7;r;6,4;r;2,5;r;2,9;r;6,8;r;2,9;r;3,3;r;7,6;p;3,2;p;3,7;p;5,8;p;2,4;p;2,8;p;6,8;p;2,9;p;3,3;p;7,6;p;3,2;p;3,7;p;5,8;p;2,5;p;2,8;p;6,8;p;2,9;p;3,3;p
;April;7,5;r;3,4;r;3,8;r;5,8;r;2,5;r;2,8;r;6,7;r;3,0;r;3,3;r;7,6;p;3,2;p;3,6;p;5,8;p;2,4;p;2,7;p;6,8;p;2,8;p;3,2;p;7,6;p;3,2;p;3,6;p;5,7;p;2,5;p;2,8;p;6,8;p;2,9;p;3,2;p
;Mai;8,3;r;3,1;r;3,6;r;4,6;r;2,5;r;2,7;r;6,6;r;2,8;r;3,2;r;7,5;p;3,2;p;3,6;p;5,7;p;2,4;p;2,7;p;6,7;p;2,8;p;3,2;p;7,6;p;3,2;p;3,6;p;5,6;p;2,5;p;2,8;p;6,7;p;2,8;p;3,2;p
;Juni;8,8;r;3,1;r;3,7;r;6,4;r;2,4;r;2,8;r;7,7;r;2,8;r;3,3;r;7,5;p;3,2;p;3,6;p;5,6;p;2,4;p;2,7;p;6,6;p;2,8;p;3,2;p;7,6;p;3,2;p;3,6;p;5,5;p;2,5;p;2,7;p;6,6;p;2,8;p;3,2;p
;Juli;7,7;r;3,1;r;3,6;r;6,4;r;2,2;r;2,6;r;7,1;r;2,7;r;3,1;r;7,4;p;3,1;p;3,6;p;5,5;p;2,4;p;2,7;p;6,5;p;2,8;p;3,2;p;7,4;p;3,1;p;3,6;p;5,4;p;2,4;p;2,7;p;6,5;p;2,8;p;3,2;p
;August;8,5;r;3,0;r;3,6;r;5,4;r;2,4;r;2,7;r;7,1;r;2,7;r;3,2;r;7,4;p;3,1;p;3,5;p;5,4;p;2,4;p;2,7;p;6,5;p;2,8;p;3,2;p;7,3;p;3,1;p;3,5;p;5,3;p;2,4;p;2,7;p;6,4;p;2,8;p;3,1;p
;September;7,2;r;2,9;r;3,3;r;6,1;r;2,4;r;2,7;r;6,7;r;2,7;r;3,1;r;7,3;p;3,1;p;3,5;p;5,3;p;2,4;p;2,7;p;6,4;p;2,8;p;3,1;p;7,2;p;3,1;p;3,5;p;5,3;p;2,4;p;2,7;p;6,3;p;2,8;p;3,1;p
;Oktober;6,7;r;2,8;r;3,2;r;5,5;r;2,5;r;2,8;r;6,2;r;2,7;r;3,0;r;7,2;p;3,0;p;3,5;p;5,2;p;2,5;p;2,7;p;6,3;p;2,8;p;3,1;p;7,1;p;3,0;p;3,4;p;5,2;p;2,4;p;2,7;p;6,2;p;2,7;p;3,1;p
;November;6,3;r;2,8;r;3,2;r;4,0;r;2,6;r;2,8;r;5,3;r;2,7;r;3,0;r;7,1;p;3,0;p;3,4;p;5,2;p;2,5;p;2,7;p;6,2;p;2,7;p;3,1;p;7,0;p;3,0;p;3,4;p;5,2;p;2,4;p;2,7;p;6,2;p;2,7;p;3,1;p
;Dezember;6,2;r;3,0;r;3,3;r;4,1;r;2,2;r;2,4;r;5,2;r;2,6;r;2,9;r;7,0;p;3,0;p;3,4;p;5,1;p;2,4;p;2,7;p;6,2;p;2,7;p;3,1;p;7,0;p;2,9;p;3,3;p;5,2;p;2,4;p;2,7;p;6,1;p;2,7;p;3,0;p
2019;Januar;7,5;r;3,2;r;3,6;r;5,3;r;2,4;r;2,7;r;6,5;r;2,8;r;3,2;r;6,9;p;3,0;p;3,4;p;5,1;p;2,4;p;2,7;p;6,1;p;2,7;p;3,0;p;6,9;p;2,9;p;3,3;p;5,1;p;2,4;p;2,6;p;6,1;p;2,7;p;3,0;p
;Februar;5,9;r;2,9;r;3,2;r;4,8;r;2,5;r;2,7;r;5,4;r;2,7;r;3,0;r;6,9;p;2,9;p;3,3;p;5,0;p;2,4;p;2,7;p;6,0;p;2,7;p;3,0;p;6,8;p;2,9;p;3,3;p;5,1;p;2,4;p;2,6;p;6,0;p;2,6;p;3,0;p
;März;7,5;r;3,2;r;3,7;r;5,0;r;2,5;r;2,8;r;6,4;r;2,9;r;3,3;r;6,9;p;2,9;p;3,3;p;5,0;p;2,4;p;2,6;p;6,0;p;2,6;p;3,0;p;6,8;p;2,9;p;3,3;p;5,0;p;2,3;p;2,6;p;6,0;p;2,6;p;2,9;p
;April;5,0;r;3,0;r;3,2;r;4,5;r;2,5;r;2,7;r;4,8;r;2,8;r;3,0;r;6,9;p;2,8;p;3,2;p;4,9;p;2,3;p;2,6;p;6,0;p;2,6;p;2,9;p;6,8;p;2,8;p;3,2;p;5,0;p;2,3;p;2,6;p;5,9;p;2,6;p;2,9;p
;Mai;5,7;r;2,7;r;3,0;r;5,6;r;2,3;r;2,6;r;5,7;r;2,5;r;2,8;r;6,9;p;2,8;p;3,2;p;4,9;p;2,3;p;2,5;p;6,0;p;2,6;p;2,9;p;6,8;p;2,8;p;3,2;p;5,0;p;2,3;p;2,5;p;5,9;p;2,6;p;2,9;p
;Juni;8,1;r;2,6;r;3,2;r;5,3;r;2,2;r;2,5;r;6,8;r;2,4;r;2,8;r;7,0;p;2,8;p;3,2;p;4,8;p;2,2;p;2,5;p;6,0;p;2,5;p;2,9;p;6,8;p;2,8;p;3,2;p;5,0;p;2,3;p;2,5;p;6,0;p;2,6;p;2,9;p
;Juli;7,7;r;2,8;r;3,3;r;6,7;r;2,0;r;2,4;r;7,2;r;2,4;r;2,9;r;7,1;p;2,8;p;3,2;p;4,8;p;2,2;p;2,4;p;6,1;p;2,5;p;2,9;p;6,9;p;2,8;p;3,2;p;5,0;p;2,3;p;2,5;p;6,0;p;2,6;p;2,9;p
;August;8,3;r;2,7;r;3,2;r;6,1;r;2,4;r;2,7;r;7,3;r;2,5;r;3,0;r;7,2;p;2,8;p;3,3;p;4,9;p;2,2;p;2,4;p;6,2;p;2,5;p;2,9;p;7,0;p;2,8;p;3,3;p;5,1;p;2,2;p;2,5;p;6,1;p;2,6;p;2,9;p
;September;8,6;r;2,8;r;3,4;r;4,8;r;1,9;r;2,2;r;6,9;r;2,4;r;2,8;r;7,3;p;2,8;p;3,3;p;5,0;p;2,2;p;2,5;p;6,3;p;2,5;p;2,9;p;7,1;p;2,9;p;3,3;p;5,2;p;2,3;p;2,6;p;6,2;p;2,6;p;2,9;p
;Oktober;7,1;r;2,7;r;3,1;r;4,4;r;2,2;r;2,4;r;5,9;r;2,5;r;2,8;r;7,4;p;2,9;p;3,3;p;5,2;p;2,2;p;2,5;p;6,4;p;2,6;p;2,9;p;7,2;p;2,9;p;3,3;p;5,4;p;2,3;p;2,6;p;6,4;p;2,6;p;3,0;p
;November;6,9;r;2,7;r;3,1;r;4,5;r;2,4;r;2,6;r;5,8;r;2,5;r;2,9;r;7,5;p;2,9;p;3,4;p;5,4;p;2,3;p;2,6;p;6,5;p;2,6;p;3,0;p;7,3;p;3,0;p;3,4;p;5,6;p;2,4;p;2,7;p;6,5;p;2,7;p;3,1;p
;Dezember;4,8;r;3,2;r;3,4;r;4,2;r;2,2;r;2,4;r;4,5;r;2,7;r;2,9;r;7,6;p;2,9;p;3,4;p;5,7;p;2,4;p;2,7;p;6,7;p;2,7;p;3,1;p;7,5;p;3,0;p;3,5;p;5,8;p;2,4;p;2,7;p;6,7;p;2,7;p;3,1;p
2020;Januar;6,9;r;3,0;r;3,4;r;5,2;r;2,5;r;2,8;r;6,1;r;2,8;r;3,1;r;7,7;p;3,0;p;3,5;p;6,0;p;2,5;p;2,8;p;6,9;p;2,7;p;3,2;p;7,7;p;3,1;p;3,5;p;6,1;p;2,5;p;2,8;p;6,9;p;2,8;p;3,2;p
;Februar;7,0;r;3,5;r;3,9;r;6,5;r;2,7;r;3,0;r;6,7;r;3,1;r;3,5;r;7,8;p;3,1;p;3,6;p;6,3;p;2,5;p;2,9;p;7,1;p;2,8;p;3,3;p;7,9;p;3,2;p;3,6;p;6,3;p;2,5;p;2,9;p;7,2;p;2,9;p;3,3;p
;März;8,0;r;3,5;r;3,9;r;7,5;r;2,9;r;3,3;r;7,7;r;3,2;r;3,6;r;8,0;p;3,2;p;3,7;p;6,6;p;2,6;p;3,0;p;7,4;p;2,9;p;3,4;p;8,0;p;3,2;p;3,7;p;6,6;p;2,6;p;3,0;p;7,4;p;2,9;p;3,4;p
;April;8,7;r;3,1;r;3,7;r;7,6;r;2,6;r;3,1;r;8,2;r;2,9;r;3,4;r;8,3;p;3,4;p;3,9;p;6,9;p;2,7;p;3,2;p;7,6;p;3,1;p;3,5;p;8,2;p;3,3;p;3,8;p;6,8;p;2,7;p;3,1;p;7,6;p;3,0;p;3,5;p
;Mai;9,1;r;3,4;r;3,9;r;7,1;r;2,7;r;3,2;r;8,1;r;3,1;r;3,6;r;8,5;p;3,5;p;4,0;p;7,2;p;2,9;p;3,3;p;7,9;p;3,2;p;3,7;p;8,4;p;3,4;p;3,9;p;7,1;p;2,8;p;3,2;p;7,8;p;3,1;p;3,6;p
;Juni;9,9;r;3,5;r;4,2;r;8,1;r;2,9;r;3,4;r;9,1;r;3,2;r;3,8;r;8,7;p;3,6;p;4,1;p;7,4;p;3,0;p;3,4;p;8,1;p;3,3;p;3,8;p;8,5;p;3,5;p;4,0;p;7,3;p;2,8;p;3,3;p;7,9;p;3,2;p;3,7;p
;Juli;9,0;r;3,8;r;4,3;r;9,0;r;3,1;r;3,6;r;9,0;r;3,4;r;4,0;r;8,8;p;3,6;p;4,2;p;7,6;p;3,0;p;3,5;p;8,3;p;3,3;p;3,8;p;8,5;p;3,6;p;4,1;p;7,5;p;2,9;p;3,3;p;8,1;p;3,2;p;3,7;p
;August;10,0;r;3,6;r;4,2;r;8,2;r;3,0;r;3,5;r;9,2;r;3,3;r;3,9;r;8,9;p;3,6;p;4,2;p;7,7;p;3,0;p;3,5;p;8,4;p;3,4;p;3,9;p;8,6;p;3,6;p;4,1;p;7,7;p;2,9;p;3,4;p;8,2;p;3,3;p;3,8;p
;September;8,9;r;3,4;r;4,0;r;7,1;r;3,0;r;3,5;r;8,1;r;3,2;r;3,8;r;8,9;p;3,6;p;4,2;p;7,8;p;3,0;p;3,5;p;8,4;p;3,3;p;3,8;p;8,6;p;3,7;p;4,2;p;7,8;p;3,0;p;3,4;p;8,2;p;3,3;p;3,8;p
;Oktober;7,3;r;3,2;r;3,6;r;6,8;r;2,7;r;3,1;r;7,1;r;3,0;r;3,4;r;8,9;p;3,6;p;4,2;p;7,9;p;2,9;p;3,4;p;8,4;p;3,3;p;3,8;p;8,6;p;3,7;p;4,2;p;7,8;p;3,0;p;3,5;p;8,3;p;3,4;p;3,9;p
;November;8,5;r;3,9;r;4,3;r;7,8;r;2,8;r;3,3;r;8,2;r;3,4;r;3,9;r;8,8;p;3,7;p;4,2;p;8,0;p;2,9;p;3,4;p;8,4;p;3,3;p;3,8;p;8,6;p;3,7;p;4,2;p;7,8;p;3,0;p;3,5;p;8,2;p;3,4;p;3,9;p
;Dezember;7,9;r;3,5;r;4,0;r;6,8;r;2,5;r;3,0;r;7,4;r;3,1;r;3,5;r;8,6;p;3,7;p;4,2;p;8,0;p;2,9;p;3,4;p;8,3;p;3,3;p;3,8;p;8,5;p;3,7;p;4,2;p;7,8;p;3,0;p;3,5;p;8,1;p;3,4;p;3,9;p
2021;Januar;8,0;r;4,1;r;4,5;r;7,3;r;3,3;r;3,7;r;7,6;r;3,7;r;4,1;r;8,4;p;3,8;p;4,2;p;8,0;p;3,0;p;3,4;p;8,2;p;3,4;p;3,9;p;8,3;p;3,7;p;4,2;p;7,7;p;3,0;p;3,4;p;8,0;p;3,4;p;3,8;p
;Februar;7,2;r;4,3;r;4,6;r;8,4;r;3,3;r;3,8;r;7,7;r;3,9;r;4,2;r;8,2;p;3,8;p;4,2;p;7,8;p;3,0;p;3,5;p;8,0;p;3,4;p;3,9;p;8,1;p;3,7;p;4,2;p;7,5;p;3,0;p;3,4;p;7,8;p;3,4;p;3,8;p
;März;8,4;r;3,8;r;4,3;r;8,3;r;3,1;r;3,6;r;8,3;r;3,5;r;4,0;r;8,0;p;3,8;p;4,2;p;7,6;p;3,0;p;3,4;p;7,8;p;3,4;p;3,9;p;7,9;p;3,7;p;4,1;p;7,3;p;2,9;p;3,4;p;7,7;p;3,3;p;3,8;p
;April;7,7;r;3,7;r;4,1;r;7,7;r;3,2;r;3,6;r;7,7;r;3,4;r;3,9;r;7,7;p;3,7;p;4,1;p;7,3;p;3,0;p;3,4;p;7,5;p;3,4;p;3,8;p;7,8;p;3,7;p;4,1;p;7,1;p;2,9;p;3,3;p;7,5;p;3,3;p;3,7;p
